,0,1,2,3,4
0,DAM,Cos,1269,1639,0.47966218
1,DAM,Cos,919,779,0.47853997
2,DAM,Cos,3329,2889,0.4782677
3,DAM,Cos,2289,1699,0.48988008
4,DAM,Cos,3929,99,0.49050555
5,DAM,Cos,259,1109,0.47260255
6,DAM,Cos,2459,369,0.48369133
7,DAM,Cos,2539,1919,0.4828308
8,DAM,Cos,3379,1499,0.4910593
9,DAM,Cos,1979,1969,0.47630253
10,DAM,Cos,3089,2269,0.47687685
11,DAM,Cos,899,169,0.48666972
12,DAM,Cos,439,1019,0.48748425
13,DAM,Cos,2279,2759,0.49606463
14,DAM,Cos,1279,2069,0.48472315
15,DAM,Cos,89,1149,0.4781185
16,DAM,Cos,2309,4019,0.4798139
17,DAM,Cos,769,3799,0.4812099
18,DAM,Cos,2779,1009,0.47412935
19,DAM,Cos,709,1339,0.48525834
20,DAM,Cos,3579,1049,0.4901542
21,DAM,Cos,2909,1579,0.47997415
22,DAM,Cos,2819,3369,0.48222417
23,DAM,Cos,189,3939,0.4682548
24,DAM,Cos,1669,1589,0.48649547
25,DAM,Cos,49,1129,0.47684354
26,DAM,Cos,2789,1229,0.46735412
27,DAM,Cos,209,2699,0.47946188
28,DAM,Cos,1299,3759,0.4788278
29,DAM,Cos,1749,1219,0.4736331
0,DAM,Cos,19,19,0.4798292
1,DAM,Cos,2739,2739,0.49335802
2,DAM,Cos,3079,3079,0.5028742
3,DAM,Cos,1969,1969,0.5263948
4,DAM,Cos,2129,2129,0.5011931
5,DAM,Cos,1229,1229,0.48388493
6,DAM,Cos,2679,2679,0.50018555
7,DAM,Cos,209,209,0.49101564
8,DAM,Cos,439,439,0.49874812
9,DAM,Cos,3699,3699,0.48302296
10,DAM,Cos,1639,1639,0.49968988
11,DAM,Cos,3369,3369,0.48273087
12,DAM,Cos,3319,3319,0.5026364
13,DAM,Cos,3989,3989,0.48348302
14,DAM,Cos,2919,2919,0.49875447
15,DAM,Cos,3719,3719,0.501758
16,DAM,Cos,2969,2969,0.49552864
17,DAM,Cos,3709,3709,0.48033014
18,DAM,Cos,169,169,0.49873787
19,DAM,Cos,1829,1829,0.49694607
20,DAM,Cos,449,449,0.48973423
21,DAM,Cos,2119,2119,0.48915663
22,DAM,Cos,2299,2299,0.4957137
23,DAM,Cos,2859,2859,0.48773253
24,DAM,Cos,1269,1269,0.4840952
25,DAM,Cos,2629,2629,0.48151413
26,DAM,Cos,619,619,0.48085374
28,DAM,Cos,3799,3799,0.4955087
29,DAM,Cos,1849,1849,0.48595434
30,DAM,Cos,2399,2399,0.48277703
31,DAM,Cos,1929,1929,0.49161965
32,DAM,Cos,939,939,0.4912834
33,DAM,Cos,1779,1779,0.4866759
34,DAM,Cos,3999,3999,0.4975957
35,DAM,Cos,479,479,0.4975214
36,DAM,Cos,1249,1249,0.49042052
37,DAM,Cos,399,399,0.48213342
38,DAM,Cos,389,389,0.48306698
39,DAM,Cos,49,49,0.48449406
40,DAM,Cos,489,489,0.4879729
41,DAM,Cos,1959,1959,0.49837798
42,DAM,Cos,2949,2949,0.4880753
43,DAM,Cos,579,579,0.49103934
44,DAM,Cos,1909,1909,0.49675605
45,DAM,Cos,3849,3849,0.49333403
46,DAM,Cos,1549,1549,0.48433933
47,DAM,Cos,609,609,0.49936864
48,DAM,Cos,2099,2099,0.49321333
49,DAM,Cos,4009,4009,0.4882501
50,DAM,Cos,3779,3779,0.49266842
51,DAM,Cos,2339,2339,0.50226575
52,DAM,Cos,2819,2819,0.4935656
53,DAM,Cos,1799,1799,0.49053356
54,DAM,Cos,3059,3059,0.4909537
55,DAM,Cos,1289,1289,0.49480698
56,DAM,Cos,2349,2349,0.49089903
57,DAM,Cos,2439,2439,0.49891418
58,DAM,Cos,1279,1279,0.49264652
59,DAM,Cos,2059,2059,0.47975639
