,0,1,2,3,4
0,Cos,Arc,264,91,-0.10039113
1,Cos,Arc,396,6,0.033646386
2,Cos,Arc,108,75,0.11636892
3,Cos,Arc,369,164,0.015276455
4,Cos,Arc,332,357,0.21897729
5,Cos,Arc,63,297,-0.21360043
6,Cos,Arc,80,352,0.13601115
7,Cos,Arc,39,10,0.098983005
8,Cos,Arc,242,198,-0.09225793
9,Cos,Arc,116,177,-0.14305998
10,Cos,Arc,117,398,-0.024850793
11,Cos,Arc,114,354,0.11127335
12,Cos,Arc,234,374,0.22362137
13,Cos,Arc,50,123,-0.18749745
14,Cos,Arc,370,387,0.14920564
15,Cos,Arc,110,186,-0.3167987
16,Cos,Arc,350,383,0.06643948
17,Cos,Arc,282,107,0.036708064
18,Cos,Arc,38,92,0.061358903
19,Cos,Arc,125,306,0.15476239
20,Cos,Arc,344,257,-0.04635921
21,Cos,Arc,49,251,0.031114265
22,Cos,Arc,246,307,0.19962354
23,Cos,Arc,238,182,0.15104666
24,Cos,Arc,371,230,0.032115627
25,Cos,Arc,284,89,-0.047319308
26,Cos,Arc,44,341,0.06860635
27,Cos,Arc,345,317,-0.21396822
28,Cos,Arc,363,399,0.12216445
29,Cos,Arc,294,298,0.14549214
0,Cos,Arc,22,22,0.89082426
1,Cos,Arc,202,202,0.49003962
2,Cos,Arc,101,101,0.6455026
3,Cos,Arc,107,107,0.7429149
4,Cos,Arc,262,262,0.789637
5,Cos,Arc,238,238,0.75303626
6,Cos,Arc,269,269,0.81899375
7,Cos,Arc,258,258,0.57884794
8,Cos,Arc,310,310,0.27796158
9,Cos,Arc,383,383,0.7151259
10,Cos,Arc,331,331,0.8080148
11,Cos,Arc,131,131,0.93753225
12,Cos,Arc,3,3,0.7767369
13,Cos,Arc,292,292,0.82606035
14,Cos,Arc,252,252,0.38442376
15,Cos,Arc,246,246,0.800734
16,Cos,Arc,19,19,0.73469573
17,Cos,Arc,334,334,0.45461878
18,Cos,Arc,39,39,0.55838233
19,Cos,Arc,128,128,0.72830236
20,Cos,Arc,347,347,0.33052668
21,Cos,Arc,97,97,0.76149327
22,Cos,Arc,50,50,0.73052305
23,Cos,Arc,394,394,0.8944187
24,Cos,Arc,266,266,0.6587711
25,Cos,Arc,48,48,0.87545437
26,Cos,Arc,44,44,0.67462695
27,Cos,Arc,121,121,0.7053289
28,Cos,Arc,189,189,0.3841237
29,Cos,Arc,143,143,0.65696555
