,0,1,2,3,4
0,DAM,Arc,28,178,0.4457835
1,DAM,Arc,35,347,0.40381157
2,DAM,Arc,337,99,0.43969536
3,DAM,Arc,346,290,0.42259863
4,DAM,Arc,102,316,0.44875544
5,DAM,Arc,204,164,0.45880523
6,DAM,Arc,313,318,0.4336586
7,DAM,Arc,306,371,0.44573295
8,DAM,Arc,58,343,0.4734875
9,DAM,Arc,353,283,0.4371731
10,DAM,Arc,71,271,0.4265814
11,DAM,Arc,265,142,0.4482747
12,DAM,Arc,199,150,0.42371926
13,DAM,Arc,396,378,0.44806746
14,DAM,Arc,149,63,0.45463064
15,DAM,Arc,188,72,0.43746924
16,DAM,Arc,385,262,0.45097482
17,DAM,Arc,344,181,0.43761313
18,DAM,Arc,342,115,0.46339497
19,DAM,Arc,256,321,0.41441348
20,DAM,Arc,202,390,0.44092083
21,DAM,Arc,341,127,0.39984983
22,DAM,Arc,383,317,0.43285784
23,DAM,Arc,216,200,0.44306183
24,DAM,Arc,197,137,0.45820218
25,DAM,Arc,17,14,0.45013005
26,DAM,Arc,184,377,0.42281792
27,DAM,Arc,73,208,0.4207457
28,DAM,Arc,138,105,0.43280914
29,DAM,Arc,185,98,0.45949367
0,DAM,Arc,135,135,0.48367697
1,DAM,Arc,129,129,0.52367026
2,DAM,Arc,86,86,0.48503038
3,DAM,Arc,168,168,0.48068738
4,DAM,Arc,301,301,0.47999346
5,DAM,Arc,253,253,0.4697279
6,DAM,Arc,123,123,0.46653733
7,DAM,Arc,248,248,0.483192
8,DAM,Arc,61,61,0.48699847
9,DAM,Arc,7,7,0.48268807
10,DAM,Arc,341,341,0.46710476
11,DAM,Arc,232,232,0.482535
12,DAM,Arc,279,279,0.48729834
13,DAM,Arc,186,186,0.44828987
14,DAM,Arc,246,246,0.52810174
15,DAM,Arc,194,194,0.501524
16,DAM,Arc,278,278,0.48776585
17,DAM,Arc,40,40,0.46757546
18,DAM,Arc,395,395,0.48079577
19,DAM,Arc,393,393,0.4822366
20,DAM,Arc,174,174,0.49158835
21,DAM,Arc,161,161,0.4641131
22,DAM,Arc,152,152,0.48221615
23,DAM,Arc,371,371,0.4822389
24,DAM,Arc,261,261,0.48424035
25,DAM,Arc,179,179,0.48147765
26,DAM,Arc,349,349,0.49133924
27,DAM,Arc,29,29,0.47676137
28,DAM,Arc,310,310,0.49313685
29,DAM,Arc,48,48,0.49158508
