,0,1,2,3,4
0,Cos,Arc,1559,3439,-0.01524204
1,Cos,Arc,2449,679,0.02970091
2,Cos,Arc,79,1519,0.11817293
3,Cos,Arc,1399,3629,0.31887993
4,Cos,Arc,1999,2539,0.09658009
5,Cos,Arc,1569,1509,0.34862652
6,Cos,Arc,1069,3119,0.31799403
7,Cos,Arc,3559,599,0.13384986
8,Cos,Arc,619,3929,0.22915654
9,Cos,Arc,3989,2109,0.27904385
10,Cos,Arc,3399,3659,0.21056117
11,Cos,Arc,419,3449,0.26285818
12,Cos,Arc,1869,2009,0.20628455
13,Cos,Arc,149,3779,0.36740866
14,Cos,Arc,859,2949,0.29904786
15,Cos,Arc,739,589,0.20323779
16,Cos,Arc,2249,1319,0.06265483
17,Cos,Arc,2729,3049,0.23307629
18,Cos,Arc,2929,2499,0.27486742
19,Cos,Arc,3329,1189,0.261054
20,Cos,Arc,2779,2069,0.25392184
21,Cos,Arc,169,3389,-0.011670833
22,Cos,Arc,489,2659,-0.0056909854
23,Cos,Arc,2549,1039,0.51005936
24,Cos,Arc,2889,2579,0.42671522
25,Cos,Arc,2119,2299,0.14152329
26,Cos,Arc,939,1159,0.28504175
27,Cos,Arc,979,2239,0.030659763
28,Cos,Arc,1889,3179,0.09687508
29,Cos,Arc,1079,989,0.18445046
0,Cos,Arc,3759,3759,0.3309395
1,Cos,Arc,2289,2289,0.3078448
2,Cos,Arc,2319,2319,0.44578484
3,Cos,Arc,339,339,0.1305189
4,Cos,Arc,2989,2989,0.039357573
5,Cos,Arc,3459,3459,0.6958764
6,Cos,Arc,3859,3859,0.5700363
7,Cos,Arc,3159,3159,0.24479875
8,Cos,Arc,3059,3059,-0.025846161
9,Cos,Arc,3149,3149,0.39272395
10,Cos,Arc,2389,2389,0.21627934
11,Cos,Arc,2719,2719,0.6004134
12,Cos,Arc,2919,2919,0.44541687
13,Cos,Arc,1129,1129,0.38176414
14,Cos,Arc,3689,3689,0.5163265
15,Cos,Arc,3049,3049,0.31712985
16,Cos,Arc,2559,2559,0.26940998
17,Cos,Arc,569,569,0.46182543
18,Cos,Arc,3999,3999,0.5278154
19,Cos,Arc,2849,2849,0.39375433
20,Cos,Arc,2619,2619,0.6914711
21,Cos,Arc,879,879,0.17099601
22,Cos,Arc,1989,1989,0.14602809
23,Cos,Arc,729,729,0.51942533
24,Cos,Arc,2709,2709,0.54116666
25,Cos,Arc,329,329,0.5919908
26,Cos,Arc,1889,1889,0.14119549
27,Cos,Arc,3259,3259,0.2522551
28,Cos,Arc,379,379,0.23107079
29,Cos,Arc,1249,1249,0.09840188
30,Cos,Arc,3799,3799,0.21765946
31,Cos,Arc,1069,1069,-0.0055354284
32,Cos,Arc,199,199,0.28358656
33,Cos,Arc,99,99,0.27703035
34,Cos,Arc,399,399,0.28496528
35,Cos,Arc,1829,1829,0.5686987
36,Cos,Arc,1489,1489,0.39763838
37,Cos,Arc,2469,2469,0.4583428
38,Cos,Arc,3069,3069,0.38645506
39,Cos,Arc,2339,2339,0.33905825
40,Cos,Arc,959,959,0.27779442
41,Cos,Arc,1679,1679,0.466241
42,Cos,Arc,919,919,0.73135215
43,Cos,Arc,1099,1099,0.58095944
44,Cos,Arc,1589,1589,0.3898941
45,Cos,Arc,2129,2129,0.542638
46,Cos,Arc,2509,2509,0.2887349
47,Cos,Arc,1729,1729,0.62952894
48,Cos,Arc,579,579,0.61055255
50,Cos,Arc,1819,1819,0.12354947
51,Cos,Arc,9,9,0.029684847
52,Cos,Arc,3639,3639,0.4333522
53,Cos,Arc,3099,3099,0.38916627
54,Cos,Arc,1189,1189,0.37346926
55,Cos,Arc,3699,3699,0.26189116
56,Cos,Arc,2039,2039,0.52800137
57,Cos,Arc,609,609,0.55095404
58,Cos,Arc,2579,2579,0.3341079
59,Cos,Arc,1699,1699,-0.15425794
